file_index,filename,dataset,composer,frame_index,note_density,avg_velocity,pitch_range,pitch_entropy,frame_file_path
3,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2220_cs3-4sar.mid,PS1,Bach,840,1.83,100.0,27,3.825296241315508,frames_nb/3_840.npy
3,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2220_cs3-4sar.mid,PS1,Bach,16253,1.5176666666666667,100.0,31,4.006968247304461,frames_nb/3_16253.npy
3,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2220_cs3-4sar.mid,PS1,Bach,8978,1.5,100.0,31,4.00581387682653,frames_nb/3_8978.npy
3,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2220_cs3-4sar.mid,PS1,Bach,2976,1.851,100.0,27,3.862467146474926,frames_nb/3_2976.npy
3,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2220_cs3-4sar.mid,PS1,Bach,6061,1.6396666666666666,99.6747306363082,20,3.6832964377195196,frames_nb/3_6061.npy
3,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2220_cs3-4sar.mid,PS1,Bach,15356,1.4053333333333333,99.62049335863378,31,4.03254127831249,frames_nb/3_15356.npy
3,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2220_cs3-4sar.mid,PS1,Bach,14496,1.3413333333333333,99.6023856858847,24,3.982089167721084,frames_nb/3_14496.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,0,1.0826666666666667,100.0,28,3.6951738221892323,frames_nb/4_0.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,18312,1.08,100.0,29,3.828624225432748,frames_nb/4_18312.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,2995,1.04,100.0,29,3.839996638582307,frames_nb/4_2995.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,5055,1.04,100.0,29,3.8586016917749535,frames_nb/4_5055.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,7857,1.04,100.0,27,3.918838374243113,frames_nb/4_7857.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,629,1.0553333333333332,100.0,28,3.6849082857568205,frames_nb/4_629.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,12983,1.04,100.0,27,3.8189185687687397,frames_nb/4_12983.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,6330,1.04,100.0,29,3.8824518402251416,frames_nb/4_6330.npy
4,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2221_cs3-5bou.mid,PS1,Bach,8603,1.04,100.0,27,3.7868280873377937,frames_nb/4_8603.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,0,1.1023333333333334,100.0,24,3.6498736901120328,frames_nb/5_0.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,14751,1.3726666666666667,100.0,29,3.523396426340356,frames_nb/5_14751.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,29,1.12,100.0,24,3.641897477643959,frames_nb/5_29.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,4318,1.2093333333333334,100.0,24,3.5178673815408814,frames_nb/5_4318.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,7719,1.0456666666666667,100.0,29,4.062560973843465,frames_nb/5_7719.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,8882,1.1896666666666667,100.0,27,3.7824567995694123,frames_nb/5_8882.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,14216,1.2636666666666667,100.0,27,3.560478292390256,frames_nb/5_14216.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,2098,1.209,100.0,24,3.678357876876614,frames_nb/5_2098.npy
5,../data/Challenge_DataSet/PS1/Bach/Cello Suite 3_BWV1009_2222_cs3-6gig.mid,PS1,Bach,13633,1.1366666666666667,100.0,27,3.8672371654241244,frames_nb/5_13633.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,0,1.623,100.0,28,3.571037483247709,frames_nb/6_0.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,22599,1.29,100.0,26,3.5598084400148826,frames_nb/6_22599.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,4798,1.6233333333333333,100.0,28,3.5695791436502473,frames_nb/6_4798.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,9122,1.793,99.57241122885294,22,3.7996770472932755,frames_nb/6_9122.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,10306,1.8716666666666666,100.0,22,3.8146997757759378,frames_nb/6_10306.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,9948,1.8506666666666667,100.0,22,3.876609642646618,frames_nb/6_9948.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,3831,1.5523333333333333,99.50611981962636,28,3.332863813002171,frames_nb/6_3831.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,13637,1.454,100.0,29,3.6498410925554046,frames_nb/6_13637.npy
6,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2296_cs4-4sar.mid,PS1,Bach,11078,1.7606666666666666,100.0,29,3.90324617845425,frames_nb/6_11078.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,0,0.976,100.0,24,3.228269988265594,frames_nb/7_0.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,21179,1.215,100.0,26,3.6296565302006023,frames_nb/7_21179.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,2296,1.0,100.0,31,3.8882858306917867,frames_nb/7_2296.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,2737,1.0,100.0,31,3.895863802036423,frames_nb/7_2737.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,14702,1.381,100.0,21,3.4442121755364403,frames_nb/7_14702.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,3114,1.0,100.0,31,3.9655057655625985,frames_nb/7_3114.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,11737,1.2266666666666666,100.0,26,3.6894880784537105,frames_nb/7_11737.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,5394,1.0,100.0,26,3.5743224159334184,frames_nb/7_5394.npy
7,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2297_cs4-5bou.mid,PS1,Bach,15082,1.3453333333333333,100.0,21,3.4080005576671395,frames_nb/7_15082.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,0,0.956,100.0,23,3.3356244577383554,frames_nb/8_0.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,13126,1.0,100.0,25,3.9565615433622026,frames_nb/8_13126.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,3134,1.0,100.0,22,3.943565114927951,frames_nb/8_3134.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,3365,1.0,100.0,22,3.9545233672167215,frames_nb/8_3365.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,7539,1.0,100.0,25,4.126040684534742,frames_nb/8_7539.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,7984,1.0,100.0,25,4.09682497033766,frames_nb/8_7984.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,9188,1.0,100.0,24,4.049597600910898,frames_nb/8_9188.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,2936,1.0,100.0,22,3.8959866190508974,frames_nb/8_2936.npy
8,../data/Challenge_DataSet/PS1/Bach/Cello Suite 4_BWV1010_2298_cs4-6gig.mid,PS1,Bach,4177,1.0,100.0,22,3.916931053694203,frames_nb/8_4177.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,0,0.853,100.0,26,4.084169320378634,frames_nb/9_0.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,12754,0.888,98.66216216216216,31,4.225054759149161,frames_nb/9_12754.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,3387,0.9626666666666667,100.0,28,4.292278638650739,frames_nb/9_3387.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,8716,0.959,100.0,31,4.336749486104356,frames_nb/9_8716.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,3585,0.962,100.0,27,4.168218720632961,frames_nb/9_3585.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,11416,0.9576666666666667,100.0,31,4.364835218584005,frames_nb/9_11416.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,2068,0.958,100.0,28,4.198134693115668,frames_nb/9_2068.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,5813,0.9596666666666667,100.0,28,4.346687068893065,frames_nb/9_5813.npy
9,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 1 in B minor_BWV1002_2288_vs2_2.mid,PS1,Bach,4987,0.9606666666666667,100.0,28,4.298172269872546,frames_nb/9_4987.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,0,1.191,100.48138818919675,24,3.2820268618752997,frames_nb/10_0.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,18322,1.1236666666666666,99.32868584989617,31,3.78528025215583,frames_nb/10_18322.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,448,1.274,100.45002616431188,24,3.094341420997335,frames_nb/10_448.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,2754,1.1646666666666667,104.12135088723527,24,3.662753442024713,frames_nb/10_2754.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,4985,0.9593333333333334,99.0271021542738,27,3.9453402210715356,frames_nb/10_4985.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,10984,1.048,104.58015267175573,29,4.13029752965943,frames_nb/10_10984.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,7441,1.182,103.7648054145516,25,3.387751717555781,frames_nb/10_7441.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,12672,0.96,100.0,29,4.123943556240192,frames_nb/10_12672.npy
10,../data/Challenge_DataSet/PS1/Bach/Violin Partita No 3 in E major_BWV1006_2186_vs6_1.mid,PS1,Bach,11241,1.0063333333333333,104.76979132162968,29,4.227180053356652,frames_nb/10_11241.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,0,3.177,100.08393662784597,45,4.396065926939345,frames_nb/11_0.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,11647,3.134,109.40725377579238,47,4.266629504785229,frames_nb/11_11647.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,6597,3.8106666666666666,108.6336599020294,48,4.725705566711599,frames_nb/11_6597.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,10590,3.5326666666666666,106.45876580486885,44,4.479523014253003,frames_nb/11_10590.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,7730,3.8463333333333334,106.79434959701881,48,4.424759596736414,frames_nb/11_7730.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,804,3.3946666666666667,102.16025137470542,48,4.552889488485126,frames_nb/11_804.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,3359,3.5403333333333333,104.47227191413238,45,4.589311029937167,frames_nb/11_3359.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,6860,3.741,108.60732424485431,48,4.677596361915836,frames_nb/11_6860.npy
11,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2282_vhs1_1.mid,PS1,Bach,8981,3.7436666666666665,108.82468168462292,43,4.34993108807976,frames_nb/11_8981.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,0,2.884333333333333,101.9530798566971,46,4.914421456391905,frames_nb/12_0.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,14370,2.7333333333333334,106.01353658536586,48,4.764706205103027,frames_nb/12_14370.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,7323,2.8546666666666667,100.49042503503036,46,4.724826695075177,frames_nb/12_7323.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,10622,2.9093333333333335,102.25710357470211,48,4.748209232179572,frames_nb/12_10622.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,8279,2.776,100.84053794428434,46,4.861230873573717,frames_nb/12_8279.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,2068,2.7336666666666667,102.78014876234606,48,4.848227191841606,frames_nb/12_2068.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,13757,2.7906666666666666,102.0066889632107,48,4.856804536459615,frames_nb/12_13757.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,7906,2.793,100.66833751044277,46,4.789347122930259,frames_nb/12_7906.npy
12,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2283_vhs1_2.mid,PS1,Bach,5793,2.8196666666666665,101.35949875871853,46,4.78820167152003,frames_nb/12_5793.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,0,2.776,101.81664265129683,48,4.379639395513092,frames_nb/13_0.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,12097,2.8156666666666665,107.8292885047946,51,4.351545047747581,frames_nb/13_12097.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,3324,2.802,102.16512015227218,45,4.7100410140814315,frames_nb/13_3324.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,2440,2.815,101.43280047365305,45,4.749752842435292,frames_nb/13_2440.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,9770,2.7423333333333333,100.72930594384344,49,4.611908242179144,frames_nb/13_9770.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,4633,2.8346666666666667,101.15239887111947,44,4.64090672198614,frames_nb/13_4633.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,3673,2.7706666666666666,102.18960538979788,45,4.613972578865228,frames_nb/13_3673.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,1472,2.7603333333333335,102.18572636155054,48,4.677679819969036,frames_nb/13_1472.npy
13,../data/Challenge_DataSet/PS1/Bach/Violin Sonata in B minor_BWV1014_2284_vhs1_3.mid,PS1,Bach,9695,2.7423333333333333,100.72930594384344,48,4.588372639804108,frames_nb/13_9695.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,0,1.8873333333333333,86.23013069586719,27,3.67026468795291,frames_nb/14_0.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,15633,1.7466666666666666,98.67786259541985,27,3.481853748818415,frames_nb/14_15633.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,9256,1.481,100.0,25,4.095653957447129,frames_nb/14_9256.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,8973,1.4366666666666668,100.0,25,4.105919412535224,frames_nb/14_8973.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,10723,1.858,100.0,25,3.9266346041853537,frames_nb/14_10723.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,4533,1.497,100.0,27,4.034803643467496,frames_nb/14_4533.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,13800,1.433,100.0,27,4.0773641001898,frames_nb/14_13800.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,14263,1.3736666666666666,100.04853190973064,27,4.139955243414809,frames_nb/14_14263.npy
14,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2241_vs1_1.mid,PS1,Bach,11659,1.93,100.0,26,4.029268192299094,frames_nb/14_11659.npy
15,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2242_vs1_2.mid,PS1,Bach,0,1.2993333333333332,100.0,27,3.9934055877184127,frames_nb/15_0.npy
15,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2242_vs1_2.mid,PS1,Bach,29244,1.5523333333333333,98.78827571397896,29,3.72230290583278,frames_nb/15_29244.npy
15,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2242_vs1_2.mid,PS1,Bach,2883,1.5683333333333334,100.0,32,4.196939000199041,frames_nb/15_2883.npy
15,../data/Challenge_DataSet/PS1/Bach/Violin Sonata No 1 in G minor_BWV1001_2242_vs1_2.mid,PS1,Bach,4118,1.6413333333333333,100.0,32,3.8373184654992993,frames_nb/15_4118.npy
